ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
48463331,Photo,Montañes Barbudo,Oreonympha nobilis,,Forest Jarvis,2015-01-20,2015,1,20,1000,Peru,PE-CUS,Cuzco [Cusco],,Parque Arqueológico Pisac,-13.4132483,-71.8434620,"",,Unspecified,"","",,,,,,,S34398049,"",,,,,Oreonympha nobilis,beamou1,Species,,,4.80,10,,659,1024
164977961,Photo,Tirano-Montés de Lomo Rojo,Cnemarchus erythropygius,,Nicolás Bejarano,2019-06-17,2019,6,17,400,Peru,PE-HUC,Huánuco,,Bosque Unchog (Valqui D5.3),-9.7373144,-76.1698347,"",,Unspecified,"","",,,,,,,S57525410,"",,,,,Cnemarchus erythropygius,rrbtyr1,Species,16442,,4.41,22,,3456,4608
195693171,Photo,Tangara-de-Montaña de Dorso Dorado,Cnemathraupis aureodorsalis,,Roger Ahlman,2019-12-07,2019,12,7,627,Peru,PE-HUC,Huánuco,,Bosque Unchog (Valqui D5.3),-9.7373144,-76.1698347,"",,Unspecified,"","",,,,,,,S62126195,"",,,,,Cnemathraupis aureodorsalis,gbmtan1,Species,33724,,4.50,14,,2892,2440
65669401,Photo,Colibrí de Pecho Zafiro,Chionomesa lactea,,Paul Fenwick,2017-07-18,2017,7,18,824,Peru,PE-MDD,Madre de Dios,,Amazonía Lodge,-12.8702100,-71.3756400,"",,Unspecified,"","",,,,,,,S38301520,"",,,,,Chionomesa lactea,saseme1,Species,4912,,4.62,13,,1874,2372
420533041,Photo,Churrete de Vientre Blanco,Cinclodes palliatus,,Ben  Lucking,2022-02-11,2022,2,11,714,Peru,PE-LIM,Lima,,"Auto selected -11.60202, -76.19822",-11.6020190,-76.1982200,"",,Unspecified,"","",,,,,,,S102445319,"",,,,,Cinclodes palliatus,whbcin1,Species,14481,,4.89,9,,1793,2689
382897321,Photo,Churrete Real,Cinclodes aricomae,,Andrew Spencer,2021-09-23,2021,9,23,704,Peru,PE-APU,Apurímac,,Laguna Occocco (including Polylepis grove),-14.0449540,-72.7807210,Adult – 1,,Unspecified,"","",,,,,,,S95072611,"",,,,,Cinclodes aricomae,roycin1,Species,14480,,4.89,9,,2548,3935
205793871,Photo,Ostrero Negruzco,Haematopus ater,,Ken Simonite,2014-10-19,2014,10,19,0,Peru,PE-LIM,Lima,,"Pucusana (-12.4757, -76.7976)",-12.4757000,-76.7976000,"",,Unspecified,"","",,IBC1073947,,,,,S65136008,"",,,"An adult walking along the coast. Elevation: 27 m. Date added to IBC: June 22, 2016.",,Haematopus ater,blaoys1,Species,5658,,4.89,9,,3264,4928
205514931,Photo,Búho Café (superciliaris/macconnelli),Ciccaba virgata superciliaris/macconnelli,,Jon Irvine,2018-08-08,2018,8,8,0,Peru,PE-MDD,Madre de Dios,,Tambopata Research Center,-13.1341956,-69.6108663,"",,Unspecified,"","",,IBC1617234,,,,,S65117024,"",,,"Dorsal View of an Adult Perched. Elevation: 223 m. Date added to IBC: October 31, 2019.",IBC scientific name: Ciccaba virgata superciliaris.,Ciccaba virgata,motowl3,Group,8718,,4.89,9,,2422,3633
205512801,Photo,Buco Acollarado,Bucco capensis,,Jon Irvine,2018-08-07,2018,8,7,0,Peru,PE-MDD,Madre de Dios,,Tambopata Research Center,-13.1341956,-69.6108663,Adult – 1,,Unspecified,"","",,IBC1617211,,,,,S65117023,"",,,"An Adult Perched. Elevation: 223 m. Date added to IBC: October 31, 2019.",,Bucco capensis,colpuf1,Species,9938,,4.89,9,,1668,2502
205209871,Photo,Tangara de Cara Negra,Schistochlamys melanopis,,Carlos Calle Quispe,2019-01-06,2019,1,6,0,Peru,PE-AMA,Amazonas,,Fundo Alto Nieva,-5.6718000,-77.7628000,"",,Unspecified,"","",,IBC1555745,,,,,S65098985,"",,,"Black-faced Tanager (Schistochlamys melanopis). Elevation: 1954 m. Date added to IBC: January 19, 2019.",,Schistochlamys melanopis,blftan1,Species,33511,,4.89,9,,1100,825
205209671,Photo,Lechuza de Koepcke (koepckeae),Megascops koepckeae koepckeae,,Carlos Calle Quispe,2015-03-17,2015,3,17,0,Peru,PE-AMA,Amazonas,,Utcubamba Canyon,-6.2866000,-77.9425000,"",Vocalizing,Unspecified,"","",,IBC1085079,,,,,S65098967,"",,,"It came without calling. Elevation: 1906 m. Date added to IBC: June 22, 2016.",,Megascops koepckeae,koesco2,Group,8397,,4.89,9,"",840,600
205094701,Photo,Jacamar de Oreja Blanca,Galbalcyrhynchus leucotis,,Dubi Shapiro,2010-01-27,2010,1,27,0,Peru,PE-LOR,Loreto,,Allpahuayo-Mishana National Reserve,-3.9115000,-73.5535000,Adult – 1,,Unspecified,"","",,IBC1366929,,,,,S65093958,"",,,"Perched Adult . Elevation: 118 m. Date added to IBC: April 9, 2017.",,Galbalcyrhynchus leucotis,whejac1,Species,10018,,4.89,9,,800,533
204315881,Photo,Alcaraván Huerequeque,Burhinus superciliaris,,Greg  Griffith,2016-10-01,2016,10,1,0,Peru,PE-LIM,Lima,,"NULL (-12.2238, -76.9904)",-12.2238000,-76.9904000,"",,Unspecified,"","",,IBC1374573,,,,,S64980659,"",,,"Adult on beach. Elevation: 2 m. Date added to IBC: May 8, 2017.",,Burhinus superciliaris,petkne1,Species,5613,,4.89,9,,3456,5184
178740221,Photo,Tangara de Oreja Dorada,Tangara chrysotis,,Alfredo Cornejo,2019-09-12,2019,9,12,723,Peru,PE-CUS,Cuzco [Cusco],,MANU ROAD (sector san pedro),-13.0533925,-71.5394282,Adult – 1,"Carrying Food; Foraging or Eating",Unspecified,"","",,,,,,,S59879531,"",,,,,Tangara chrysotis,goetan1,Species,33764,,4.89,9,Habitat,1444,2567
156082261,Photo,Lechuza de Koepcke,Megascops koepckeae,,Victor Jhanpiers Jondec Lingán,2019-04-27,2019,4,27,900,Peru,PE-CAJ,Cajamarca,,Celendin- Santa rosa,-6.8722528,-78.1313028,Adult,,Unspecified,"","",,,,,,,S55830649,"",,,,,Megascops koepckeae,koesco1,Species,8396,,4.89,9,,3510,2633
136592941,Photo,Tirano de Garganta Nívea,Tyrannus niveigularis,,Nick Athanas,2012-02-28,2012,2,28,0,Peru,PE-LAM,Lambayeque,,ACP Chaparrí--Chaparrí Ecolodge,-6.5438889,-79.4813889,"","Courtship, Display, or Copulation; Vocalizing",Unspecified,"","",,,,,,,S51957613,"",,,,,Tyrannus niveigularis,sntkin1,Species,16781,,4.89,9,"",1888,2832
126507191,Photo,Zambullidor del Titicaca,Rollandia microptera,,"Ryan O'Donnell",2013-09-25,2013,9,25,1647,Peru,PE-PUN,Puno,,Lago Titicaca--Puno (Valqui 6.1),-15.8375239,-70.0155821,"",,Unspecified,"","",,,,,,,S15408959,"",,,,"Lifers, photographed.  These photos all show the first individual.",Rollandia microptera,titgre1,Species,1756,,4.89,9,,1516,2231
78769441,Photo,Chotacabras Cola de Lira,Uropsalis lyra,,Jacob Drucker,2013-11-03,2013,11,3,530,Peru,PE-CUS,Cuzco [Cusco],,Wayqecha Cloud Forest Birding Lodge,-13.1750985,-71.5867263,"",,Unspecified,"","",,,,,,,S16382623,"",,,,,Uropsalis lyra,lytnig1,Species,3500,,4.89,9,,3224,4836
78163791,Photo,Gaviotín Zarcillo,Larosterna inca,,Ruth  Danella,2017-12-12,2017,12,12,1217,Peru,PE-LIM,Lima,,"150-186 Avenida 28 de Julio, Miraflores, Municipalidad Metropolitana de Lima, PE (-12.126, -77.033)",-12.1256171,-77.0327144,"",,Unspecified,"","",,,,,,,S41090348,"",,,,,Larosterna inca,incter1,Species,6502,,4.89,9,,3090,4635
78163741,Photo,Gaviotín Zarcillo,Larosterna inca,,Ruth  Danella,2017-12-12,2017,12,12,1217,Peru,PE-LIM,Lima,,"150-186 Avenida 28 de Julio, Miraflores, Municipalidad Metropolitana de Lima, PE (-12.126, -77.033)",-12.1256171,-77.0327144,"",,Unspecified,"","",,,,,,,S41090348,"",,,,,Larosterna inca,incter1,Species,6502,,4.89,9,,3648,5472
68180331,Photo,Jacamar de Garganta Blanca,Brachygalba albogularis,,Bradley Hacker 🦜,2017-09-04,2017,9,4,603,Peru,PE-MDD,Madre de Dios,,Los Amigos Biological Station (CICRA),-12.5692243,-70.1002836,"",,Unspecified,"","",,,,,,,S39026677,"",,,,,Brachygalba albogularis,whtjac1,Species,,,4.89,9,,2212,3318
65135701,Photo,Salteador Chileno,Stercorarius chilensis,,Eric Kershner,2017-07-12,2017,7,12,926,Peru,PE-CAL,El Callao,,"South Pacific Ocean (-12.2670,-77.6350)",-12.2669820,-77.6350290,"",,Unspecified,"","",,,,,,,S38290685,"",,,,,Stercorarius chilensis,chisku1,Species,,,4.89,9,,3040,4560
61002071,Photo,Torito Llano,Uromyias agraphia,,Anonymous,2011-03-24,2011,3,24,0,Peru,PE-CUS,Cuzco [Cusco],,Abra Málaga--Upper Temperate Forest (3400-3200m),-13.0809748,-72.3774991,"",,Unspecified,"","",,,,,,,S7997987,"",,,,,Uromyias agraphia,unstit1,Species,15949,,4.89,9,,2480,3147
61002051,Photo,Torito Llano,Uromyias agraphia,,Anonymous,2011-03-24,2011,3,24,0,Peru,PE-CUS,Cuzco [Cusco],,Abra Málaga--Upper Temperate Forest (3400-3200m),-13.0809748,-72.3774991,"",,Unspecified,"","",,,,,,,S7997987,"",,,,,Uromyias agraphia,unstit1,Species,15949,,4.89,9,,1937,2884
57219281,Photo,Zafiro de Cola Dorada,Chrysuronia oenone,,Peter Hawrylyshyn,2014-01-05,2014,1,5,1000,Peru,PE-SAM,San Martín,,"Asociacion para La Conservacion de Aves y La Biodiversidad Koepcke's Hermit",-6.4159060,-76.3178330,Adult Male,,Unspecified,"","",,,,,,,S17279502,"",,,,,Chrysuronia oenone,gotsap1,Species,4994,,4.89,9,,999,999
36037551,Photo,Perdiz Andina,Nothoprocta pentlandii,,Robert Lewis,2016-09-09,2016,9,9,1046,Peru,PE-LIM,Lima,,RN Lomas de Lachay--Camino de Acceso,-11.3781167,-77.3752213,Adult,,Unspecified,"","",,,,,,,S31501411,"",,,Creeping stealthily toward cover,,Nothoprocta pentlandii,andtin1,Species,149,,4.89,9,,1200,1800
421327961,Photo,Montañes Barbudo,Oreonympha nobilis,,Ben  Lucking,2022-01-31,2022,1,31,647,Peru,PE-JUN,Junín,,"Auto selected -12.18763, -75.23773",-12.1876320,-75.2377290,"",,Unspecified,"","",,,,,,,S101775385,"",,,,,Oreonympha nobilis,beamou1,Species,,,4.80,10,,2495,3742
205207691,Photo,Lechucita Bigotona,Xenoglaux loweryi,,Carlos Calle Quispe,2013-12-13,2013,12,13,0,Peru,PE-SAM,San Martín,,"Fundo Alto Nieva (-5.672, -77.7587)",-5.6720000,-77.7587000,"",,Unspecified,"","",,IBC1053676,,,,,S65098881,"",,,"Fundo Alto Nieva / San Martin / PeruEndemic. Elevation: 1871 m. Date added to IBC: June 21, 2016.",,Xenoglaux loweryi,lowowl1,Species,8664,,4.80,10,,800,571
77351391,Photo,Tangara de Collar Dorado,Iridosornis jelskii,,Eric Heisey,2017-10-06,2017,10,6,410,Peru,PE-CUS,Cuzco [Cusco],,Wayqecha Cloud Forest Birding Lodge,-13.1750985,-71.5867263,"",,Unspecified,"","",,,,,,,S40585557,"",,,,Seen incredibly well along Zorro with Kyra.,Iridosornis jelskii,goctan3,Species,33764,,4.80,10,,2779,4169
68172491,Photo,Gaviotín de Pico Grande,Phaetusa simplex,,Bradley Hacker 🦜,2017-08-28,2017,8,28,1039,Peru,PE-MDD,Madre de Dios,,PN Manú--Limonal Ranger Station,-12.2329956,-70.9393094,"",,Unspecified,"","",,,,,,,S39026394,"",,,,,Phaetusa simplex,labter1,Species,6421,,4.80,10,,1978,2967
68127801,Photo,Frutero Barrado,Pipreola arcuata,,Bradley Hacker 🦜,2017-08-22,2017,8,22,821,Peru,PE-CUS,Cuzco [Cusco],,Carretera a Manú--Túneles Pillahuata (2600-2800m),-13.1706600,-71.6037900,"",,Unspecified,"","",,,,,,,S39026249,"",,,,,Pipreola arcuata,barfru1,Species,15207,,4.80,10,,2531,3796
57340071,Photo,Angel-del-Sol de Garganta Púrpura,Heliangelus viola,,Peter Hawrylyshyn,2014-01-12,2014,1,12,1400,Peru,PE-AMA,Amazonas,,Museo Leimebamba y Kentikafe,-6.7234781,-77.7981377,Adult Male,,Unspecified,"","",,,,,,,S17279532,"",,,,,Heliangelus viola,putsun1,Species,4321,,4.80,10,,999,999
191837131,Photo,Pato de los Torrentes,Merganetta armata,,Nicolás Bejarano,2019-12-06,2019,12,6,1300,Peru,PE-AYA,Ayacucho,,Totorabamba,-13.3422911,-74.5636488,Adult Male – 1,,Unspecified,"","",,,,,,,S62112037,"",,,,,Merganetta armata,torduc1,Species,416,,4.67,12,,3456,4608
435584731,Photo,Hemispingo de Gorro Negro,Kleinothraupis atropileus,,Ben  Lucking,2022-01-31,2022,1,31,1623,Peru,PE-JUN,Junín,,"Auto selected -12.01118, -74.90461",-12.0111790,-74.9046100,"",,Unspecified,"","",,,,,,,S101933594,"",,,,,Kleinothraupis atropileus,blchem1,Species,,,5.00,8,,3168,4752
428684291,Photo,Minero Peruano,Geositta peruviana,,Ben  Lucking,2022-02-12,2022,2,12,1137,Peru,PE-LIM,Lima,,RN Lomas de Lachay--Camino de Acceso,-11.3781167,-77.3752213,"",,Unspecified,"","",,,,,,,S102532613,"",,,,,Geositta peruviana,coamin1,Species,13944,,5.00,8,,2815,4222
379160561,Photo,Alcaraván Huerequeque,Burhinus superciliaris,,Jory Teltser,2021-09-23,2021,9,23,1100,Peru,PE-LIM,Lima,,Zona Reservada Humedales Puerto Viejo,-12.5705647,-76.7047834,"",,Unspecified,"","",,,,,,,S95058404,"",,,,,Burhinus superciliaris,petkne1,Species,5613,,5.00,8,,4019,3215
206118511,Photo,Ermitaño de Koepcke,Phaethornis koepckeae,,Arthur Grosset,2018-09-30,2018,9,30,0,Peru,PE-SAM,San Martín,,"Asociacion para La Conservacion de Aves y La Biodiversidad Koepcke's Hermit",-6.4159060,-76.3178330,"","Flying; Foraging or Eating",Unspecified,"","",,IBC1611412,,,,,S65191631,"",,,"Feeding. Elevation: 732 m. Date added to IBC: September 20, 2019.",,Phaethornis koepckeae,koeher1,Species,4170,,5.00,8,"",1067,1600
206116111,Photo,Saltarín-Tirano de Vientre Azufrado,Neopelma sulphureiventer,,Arthur Grosset,2018-10-01,2018,10,1,0,Peru,PE-SAM,San Martín,,Quebrada Upaquihua,-6.7692842,-76.3362694,"",,Unspecified,"","",,IBC1601228,,,,,S65191632,"",,,"Perched. Elevation: 314 m. Date added to IBC: August 14, 2019.",,Neopelma sulphureiventer,sbtman1,Species,15046,,5.00,8,,1067,1600
206115861,Photo,Colibrí Negro,Metallura phoebe,,Arthur Grosset,2018-10-14,2018,10,14,0,Peru,PE-CAJ,Cajamarca,,Rio Chonta (Valqui F1.1),-7.0997833,-78.4194500,"",,Unspecified,"","",,IBC1597640,,,,,S65191733,"",,,"Lateral view. Elevation: 2820 m. Date added to IBC: July 27, 2019.",,Metallura phoebe,blamet1,Species,4429,,5.00,8,,1066,1600
205973041,Photo,Cola-Cerda Crestado,Discosura popelairii,,Lars Petersson,2009-11-03,2009,11,3,0,Peru,PE-CUS,Cuzco [Cusco],,Cock-of-the-Rock Lodge & Manu Paradise Lodge,-13.0558486,-71.5452057,"",Flying,Unspecified,"","",,IBC1320331,,,,,S65188176,"",,,"Male of Wire-crested Thorntail hovering. Go to www.larsfoto.se for more than 4200 species of Birds on photo from Peru and all over the World!. Elevation: 1398 m. Date added to IBC: January 1, 2017.",,Discosura popelairii,wictho2,Species,4334,,5.00,8,"",687,1000
205603521,Photo,Zafiro de Cola Dorada,Chrysuronia oenone,,Richard Greenhalgh,2019-04-16,2019,4,16,0,Peru,PE-CUS,Cuzco [Cusco],,Estación Biológica Villa Carmen,-12.8949217,-71.4038157,Adult Male – 1,,Unspecified,"","",,IBC1584711,,,,,S65128276,"",,,"The Southern Golden-tailed Sapphire. In this subspecies the male has a green throat and a green rump contrasting with coppery tail-coverts. A year-round resident. Elevation: 542 m. Date added to IBC: May 18, 2019.",IBC scientific name: Chrysuronia oenone josephinae.,Chrysuronia oenone,gotsap1,Species,5018,,5.00,8,,2524,2670
205515001,Photo,Lechuza Peruana,Megascops roboratus,,Jon Irvine,2018-10-12,2018,10,12,0,Peru,PE-CAJ,Cajamarca,,"Tamborapa (-5.4238, -78.823)",-5.4238000,-78.8230000,Adult – 1,,Unspecified,"","",,IBC1617243,,,,,S65115311,"",,,"An Adult Perched. Elevation: 543 m. Date added to IBC: October 31, 2019.",,Megascops roboratus,persco1,Species,8450,,5.00,8,,1688,2532
205514941,Photo,Búho Penachudo,Lophostrix cristata,,Jon Irvine,2018-11-08,2018,11,8,0,Peru,PE-LOR,Loreto,,Allpahuayo-Mishana National Reserve,-3.9115000,-73.5535000,Adult – 1,,Unspecified,"","",,IBC1617235,,,,,S65116070,"",,,"An Adult Perched. Elevation: 118 m. Date added to IBC: October 31, 2019.",IBC scientific name: Lophostrix cristata cristata.,Lophostrix cristata,creowl1,Species,8464,,5.00,8,,1985,2977
205512821,Photo,Jacamar de Mejilla Azul,Galbula cyanicollis,,Jon Irvine,2018-11-07,2018,11,7,0,Peru,PE-LOR,Loreto,,Muyuna Lodge,-4.2984897,-73.2825000,Adult – 1,,Unspecified,"","",,IBC1617213,,,,,S65115989,"",,,"An Adult Perched. Elevation: 86 m. Date added to IBC: October 31, 2019.",,Galbula cyanicollis,bucjac1,Species,9950,,5.00,8,,2052,3078
205512681,Photo,Tororoi de Frente Ocrácea,Grallaricula ochraceifrons,,Jon Irvine,2018-10-15,2018,10,15,0,Peru,PE-AMA,Amazonas,,Fundo Alto Nieva,-5.6718000,-77.7628000,"",,Unspecified,"","",,IBC1617197,,,,,S65115965,"",,,"An Adult Perched on a Log. Elevation: 1954 m. Date added to IBC: October 31, 2019.",,Grallaricula ochraceifrons,ocfant1,Species,13733,,5.00,8,,1701,2552
205154521,Photo,Agachona Chica,Thinocorus rumicivorus,,Dubi Shapiro,2011-11-14,2011,11,14,0,Peru,PE-LIM,Lima,,RN Lomas de Lachay,-11.3733485,-77.3608303,"",Vocalizing,Unspecified,"","",,IBC989838,,,,,S65093334,"",,,"Male calling early morning. Elevation: 271 m. Date added to IBC: January 14, 2017.",IBC scientific name: Thinocorus rumicivorus cuneicauda.,Thinocorus rumicivorus,leasee1,Species,5820,,5.00,8,"",667,1000
204996761,Photo,Tiranillo de Ala Rufa,Mecocerculus calopterus,,Roger Ahlman,2016-03-04,2016,3,4,0,Peru,PE-PIU,Piura,,"Limon de Porculla (-5.8902, -79.5405)",-5.8902000,-79.5405000,"",,Unspecified,"","",,IBC1287129,,,,,S65090038,"",,,"Rufous-winged Tyrannulet on a branch. Elevation: 1633 m. Date added to IBC: November 1, 2016.",,Mecocerculus calopterus,ruwtyr1,Species,,,5.00,8,,587,850
204904851,Photo,Agachona Chica,Thinocorus rumicivorus,,Dusan Brinkhuizen,2008-09-28,2008,9,28,0,Peru,PE-LAM,Lambayeque,,Santa Rosa,-6.8728000,-79.9152000,Adult Male – 1,,Unspecified,"","",,IBC1072900,,,,,S64751438,"",,,"Adult male. See my latest photos on http://www.sapayoa.com/ SAPAYOA!. Elevation: 4 m. Date added to IBC: June 22, 2016.",IBC scientific name: Thinocorus rumicivorus cuneicauda.,Thinocorus rumicivorus,leasee1,Species,5820,,5.00,8,,819,1200
182738271,Photo,Tangara de Corona Azafrán,Tangara xanthocephala,,Roger Ahlman,2019-09-13,2019,9,13,620,Peru,PE-CUS,Cuzco [Cusco],,Inkaterra Machu Picchu Pueblo Hotel,-13.1576666,-72.5224949,Adult – 1,,Unspecified,"","",,,,,,,S59728230,"",,,,,Tangara xanthocephala,sactan1,Species,33765,,5.00,8,,2035,2944
172494461,Photo,Brillante de Frente Violeta,Heliodoxa leadbeateri,,Alex Wiebe,2019-08-03,2019,8,3,1159,Peru,PE-CUS,Cuzco [Cusco],,Cock-of-the-Rock Lodge & Manu Paradise Lodge,-13.0558486,-71.5452057,"",,Unspecified,"","",,,,,,,S58873812,"",,,,,Heliodoxa leadbeateri,vifbri1,Species,,,5.00,8,,,
116278501,Photo,Gallito de Agua de Frente Roja [grupo jacana],Jacana jacana [jacana Group],,Alec Hopping,2018-08-03,2018,8,3,1710,Peru,PE-MDD,Madre de Dios,,Lago Verde,-12.4886320,-68.6807350,"",,Unspecified,"","",,,,,,,S47698330,"",,,,,Jacana jacana,watjac3,Group,5843,,5.00,8,,3229,4765
109567321,Photo,Tordo Brilloso,Molothrus bonariensis,,Mercedes Benavides,2018-08-03,2018,8,3,1120,Peru,PE-LIM,Lima,,San Isidro,-12.1046750,-77.0437912,Adult Male,,Unspecified,"","",,,,,,,S47625694,"",,,,,Molothrus bonariensis,shicow,Species,32716,,5.00,8,,667,1000
102031321,Photo,Tangara de Collar Dorado,Iridosornis jelskii,,Mouser Williams,2018-05-09,2018,5,9,1300,Peru,PE-CUS,Cuzco [Cusco],,Carretera a Manú--Paso Acjanaco a Wayquecha,-13.1868700,-71.6009100,Adult,,Unspecified,"","",,,,,,,S46035886,"",,,,,Iridosornis jelskii,goctan3,Species,33764,,5.00,8,,2702,4179
82884341,Photo,Angel-del-Sol de Garganta Amatista,Heliangelus amethysticollis,,Alex Wiebe,2018-01-17,2018,1,17,458,Peru,PE-CUS,Cuzco [Cusco],,Wayqecha Cloud Forest Birding Lodge,-13.1750985,-71.5867263,"",,Unspecified,"","",,,,,,,S41988534,"",,,,,Heliangelus amethysticollis,amtsun1,Species,4306,,5.00,8,,2288,3508
82883931,Photo,Angel-del-Sol de Garganta Amatista,Heliangelus amethysticollis,,Alex Wiebe,2018-01-17,2018,1,17,458,Peru,PE-CUS,Cuzco [Cusco],,Wayqecha Cloud Forest Birding Lodge,-13.1750985,-71.5867263,"",,Unspecified,"","",,,,,,,S41988534,"",,,,,Heliangelus amethysticollis,amtsun1,Species,4306,,5.00,8,,2804,4350
82093581,Photo,Garza-Tigre Colorada,Tigrisoma lineatum,,Alex Wiebe,2018-01-15,2018,1,15,551,Peru,PE-CUS,Cuzco [Cusco],,Estación Biológica Villa Carmen,-12.8949217,-71.4038157,"",,Unspecified,"","",,,,,,,S41928904,"",,,,,Tigrisoma lineatum,ruther1,Species,7157,,5.00,8,,3022,4509
68154911,Photo,Trogón de Corona Azul,Trogon curucui,,Bradley Hacker 🦜,2017-08-24,2017,8,24,1354,Peru,PE-CUS,Cuzco [Cusco],,below Cock of the Rock Lodge,-13.0281029,-71.4745998,"",,Unspecified,"","",,,,,,,S39026298,"",,,,,Trogon curucui,blctro1,Species,9056,,5.00,8,,2577,3866
67589211,Photo,Gaviota Andina,Chroicocephalus serranus,,Brian Sullivan,2017-07-21,2017,7,21,1429,Peru,PE-CUS,Cuzco [Cusco],,"PE-Cuzco (-13.4155,-72.0487)",-13.4154940,-72.0486630,Adult,,Unspecified,"","",,,,,,,S38253975,"",,,,,Chroicocephalus serranus,andgul1,Species,6268,,5.00,8,,1500,2500
64308931,Photo,Jilguero Encapuchado,Spinus magellanicus,,Brian Sullivan,2017-07-11,2017,7,11,910,Peru,PE-LIM,Lima,,"PE-Lima-LM-116 (-11.7549,-76.6158)",-11.7549280,-76.6157980,Female,,Unspecified,"","",,,,,,,S38090483,"",,,,,Spinus magellanicus,hoosis1,Species,,,5.00,8,,1500,2500
424826541,Photo,Colibrí Cobrizo,Metallura theresiae,,Ben  Lucking,2022-02-08,2022,2,8,535,Peru,PE-HUC,Huánuco,,Bosque Unchog (Valqui D5.3),-9.7373144,-76.1698347,"",,Unspecified,"","",,,,,,,S102308626,"",,,,,Metallura theresiae,copmet1,Species,4457,,4.38,16,,1863,2794
425610421,Photo,Pardusco,Nephelornis oneilli,,Ben  Lucking,2022-02-08,2022,2,8,535,Peru,PE-HUC,Huánuco,,Bosque Unchog (Valqui D5.3),-9.7373144,-76.1698347,"",,Unspecified,"","",,,,,,,S102308626,"",,,,,Nephelornis oneilli,pardus2,Species,33597,,4.54,13,,2022,3033
182738791,Photo,Bandurria Andina,Theristicus branickii,,Roger Ahlman,2019-09-14,2019,9,14,1300,Peru,PE-CUS,Cuzco [Cusco],,ACP Abra Málaga--Paso,-13.1383435,-72.3020310,Juvenile – 1,,Unspecified,"","",,,,,,,S59801682,"",,,,,Theristicus branickii,bkfibi2,Species,7366,,4.54,13,,1952,2790
56873211,Photo,Cola-Cerda de Vientre Negro,Discosura langsdorffi,,Peter Hawrylyshyn,2015-04-21,2015,4,21,1100,Peru,PE-SAM,San Martín,,"Aconabikh Reserve, Tarapoto, Peru",-6.4159167,-76.3180556,Adult Female,,Unspecified,"","",,,,,,,S23343840,"",,,,,Discosura langsdorffi,bkbtho1,Species,4335,,4.54,13,,1623,1623
429443321,Photo,Cigüeñuela de Cuello Negro,Himantopus mexicanus,,Ben  Lucking,2022-02-12,2022,2,12,1434,Peru,PE-CAL,El Callao,,ACR Humedales de Ventanilla,-11.8757588,-77.1480560,"",Flying,Unspecified,"","",,,,,,,S102532539,"",,,,,Himantopus mexicanus,bknsti,Species,5626,,4.32,22,"",2126,3189
424827151,Photo,Cucarachero Montañes,Troglodytes solstitialis,,Ben  Lucking,2022-02-08,2022,2,8,535,Peru,PE-HUC,Huánuco,,Bosque Unchog (Valqui D5.3),-9.7373144,-76.1698347,"",,Unspecified,"","",,,,,,,S102308626,"",,,,,Troglodytes solstitialis,mouwre1,Species,26326,,4.24,21,,2387,3580
68175841,Photo,Arasari Encrespado,Pteroglossus beauharnaisii,,Bradley Hacker 🦜,2017-08-30,2017,8,30,1538,Peru,PE-MDD,Madre de Dios,,Manú Wildlife Center (Valqui A5.1),-12.3554500,-70.7064000,"",,Unspecified,"","",,,,,,,S39026603,"",,,,,Pteroglossus beauharnaisii,cucara1,Species,10427,,4.64,11,,2495,3743
110588281,Photo,Tangara Verde Esmeralda,Chlorornis riefferii,,Peter Kaestner,2018-08-07,2018,8,7,1600,Peru,PE-AMA,Amazonas,,ACP Abra Patricia--Owlet Lodge,-5.6978731,-77.8103521,"",,Unspecified,"","",,,,,,,S47716751,"",,,,,Chlorornis riefferii,grgtan1,Species,33713,,4.58,12,,3648,5472
239204021,Photo,Pincha-Flor de Garganta Negra,Diglossa brunneiventris,,Peter Hawrylyshyn,2016-09-18,2016,9,18,617,Peru,PE-CUS,Cuzco [Cusco],,ACP Pillco Grande--Carretera a Tres Cruces,-13.1569983,-71.6335483,Adult – 1,,Unspecified,"","",,,,,,,S31762278,"",,,,,Diglossa brunneiventris,bktflo1,Species,33945,,4.54,13,,1583,2375
